Region,Country,Item Type,Sales Channel,Order Priority,Order Date,Order ID,Ship Date,Units Sold,Unit Price
Europe,Bosnia and Herzegovina,Vegetables,Online,M,11/25/2013,523707807,12/16/2013,5633,154.06
Europe,Belgium,Fruits,Online,L,10/17/2013,791692674,11/24/2013,8310,9.33
Europe,Sweden,Vegetables,Online,C,1/7/2012,715863835,1/26/2012,8872,154.06
Europe,Albania,Cosmetics,Offline,C,8/23/2010,694914710,9/25/2010,9560,437.2
Europe,Macedonia,Baby Food,Online,M,11/21/2015,525472486,11/23/2015,7840,255.28
Europe,Georgia,Fruits,Online,L,10/28/2012,496826493,12/11/2012,855,9.33
Europe,Liechtenstein,Cereal,Online,L,1/1/2010,940682303,2/9/2010,7652,205.7
Europe,Norway,Fruits,Offline,C,10/6/2014,381774747,10/23/2014,4486,9.33
Europe,Ireland,Vegetables,Online,H,12/2/2015,934718358,12/16/2015,2789,154.06
Europe,Romania,Meat,Offline,C,3/23/2012,741690289,5/10/2012,1494,421.89
Europe,Serbia,Clothes,Offline,L,1/12/2010,393842971,1/31/2010,5742,109.28
Europe,Ireland,Household,Offline,H,5/21/2012,143414771,6/3/2012,8473,668.27
Europe,Portugal,Snacks,Offline,C,6/26/2010,272361218,7/3/2010,6592,152.58
Europe,Lithuania,Vegetables,Online,M,5/1/2017,146349751,6/13/2017,6999,154.06
Europe,Georgia,Meat,Offline,C,2/22/2017,104190576,3/12/2017,1162,421.89
Europe,Poland,Cereal,Online,C,11/6/2013,332268464,12/14/2013,4477,205.7
Europe,Spain,Meat,Online,M,11/15/2013,459277713,12/4/2013,9336,421.89
Europe,Romania,Fruits,Offline,L,7/24/2010,665786778,8/15/2010,9958,9.33
Europe,Latvia,Baby Food,Online,L,9/1/2010,917485272,10/3/2010,3136,255.28
Europe,Ireland,Personal Care,Offline,L,4/28/2012,547225844,5/30/2012,5143,81.73
Europe,Switzerland,Household,Offline,L,7/19/2015,869291770,8/21/2015,1607,668.27
Europe,Romania,Clothes,Offline,L,1/12/2017,709276759,3/1/2017,9610,109.28
Europe,Albania,Beverages,Online,C,10/9/2012,877062451,10/29/2012,1124,47.45
Europe,Slovenia,Baby Food,Online,L,10/28/2016,111893022,12/2/2016,486,255.28
Europe,Slovakia,Beverages,Online,M,10/29/2014,397874438,12/1/2014,8743,47.45
Europe,Bulgaria,Clothes,Offline,C,3/2/2010,520777547,4/15/2010,8504,109.28
Europe,Vatican City,Household,Online,C,6/27/2014,672856652,8/3/2014,2091,668.27
Europe,Kosovo,Office Supplies,Online,L,5/15/2014,353383243,6/9/2014,2809,651.21
Europe,Croatia,Office Supplies,Offline,L,11/21/2012,354667699,12/29/2012,2908,651.21
Europe,Switzerland,Snacks,Online,L,3/20/2012,214292466,4/13/2012,2758,152.58
Europe,Portugal,Household,Offline,H,2/18/2015,655287110,2/22/2015,2873,668.27
Europe,Liechtenstein,Baby Food,Online,H,1/18/2015,295787847,2/16/2015,9052,255.28
Europe,Kosovo,Baby Food,Offline,L,6/10/2012,263852393,6/29/2012,8641,255.28
Europe,Russia,Fruits,Offline,H,3/24/2013,578666484,4/11/2013,9127,9.33
Europe,Denmark,Personal Care,Offline,C,6/18/2014,597839343,7/26/2014,2802,81.73
Europe,Romania,Cosmetics,Offline,M,12/12/2011,299335229,12/24/2011,8801,437.2
Europe,Vatican City,Vegetables,Offline,L,1/10/2016,700069701,1/21/2016,5037,154.06
Europe,Ukraine,Household,Online,H,7/28/2010,741866242,9/13/2010,3562,668.27
Europe,Bulgaria,Snacks,Offline,L,3/1/2010,211344611,3/23/2010,422,152.58
Europe,San Marino,Personal Care,Offline,H,9/29/2015,625751483,10/1/2015,2624,81.73
Europe,Serbia,Fruits,Online,C,9/26/2015,665817677,10/10/2015,9102,9.33
Europe,Russia,Baby Food,Offline,L,9/20/2010,996754205,9/22/2010,574,255.28
Europe,Germany,Cereal,Online,H,11/10/2014,734189975,11/29/2014,1984,205.7
Europe,Belarus,Beverages,Online,L,10/3/2010,935789954,11/18/2010,9898,47.45
Europe,Germany,Cereal,Online,M,1/23/2011,104008615,2/22/2011,7315,205.7
Europe,Belarus,Beverages,Online,H,3/24/2017,122967326,4/25/2017,7619,47.45
Europe,Montenegro,Cereal,Offline,M,6/6/2010,305616748,7/1/2010,7642,205.7
Europe,Malta,Office Supplies,Offline,M,5/5/2011,243070638,5/22/2011,8858,651.21
Europe,Bulgaria,Clothes,Offline,L,5/4/2010,505867040,6/12/2010,6153,109.28
Europe,France,Cosmetics,Online,C,3/20/2014,637188422,4/29/2014,7069,437.2
Europe,San Marino,Cereal,Online,H,10/22/2016,518421494,10/22/2016,1296,205.7
Europe,United Kingdom,Fruits,Offline,M,3/27/2013,104245078,4/21/2013,7290,9.33
Europe,Spain,Vegetables,Online,C,12/16/2010,386319911,1/2/2011,9501,154.06
Europe,Cyprus,Baby Food,Online,M,3/17/2016,740300261,4/23/2016,153,255.28
Europe,Macedonia,Office Supplies,Offline,C,7/17/2017,747826755,7/22/2017,7410,651.21
Europe,Romania,Personal Care,Offline,M,12/21/2012,215540015,12/24/2012,1935,81.73
Europe,Kosovo,Vegetables,Offline,C,7/23/2017,975080668,8/20/2017,6893,154.06
Europe,Bosnia and Herzegovina,Baby Food,Online,L,10/9/2012,638041150,11/28/2012,9410,255.28
Europe,Greece,Cosmetics,Online,C,5/22/2010,583089339,6/26/2010,7948,437.2
Europe,Norway,Snacks,Online,M,2/19/2016,118086564,3/13/2016,3293,152.58
Europe,Malta,Baby Food,Offline,C,4/27/2015,296073234,6/4/2015,3504,255.28
Europe,Poland,Snacks,Online,M,1/9/2013,968185460,2/3/2013,6448,152.58
Europe,Kosovo,Baby Food,Offline,M,9/13/2012,364854514,10/3/2012,7413,255.28
Europe,Luxembourg,Cosmetics,Online,C,9/6/2013,980961358,10/8/2013,7120,437.2
Europe,France,Fruits,Offline,C,4/9/2014,601886260,5/27/2014,374,9.33
Europe,Poland,Household,Online,L,4/27/2011,321628463,5/14/2011,5864,668.27
Europe,Portugal,Meat,Online,L,1/30/2014,944609057,3/16/2014,9666,421.89
Europe,Malta,Cosmetics,Offline,H,12/14/2012,310588920,1/6/2013,9018,437.2
Europe,Armenia,Meat,Offline,M,6/2/2015,251208674,7/19/2015,7084,421.89
Europe,Greece,Fruits,Online,L,10/31/2015,488316380,11/18/2015,2523,9.33
Europe,Vatican City,Clothes,Online,M,3/23/2012,263647687,3/30/2012,8064,109.28
Europe,Switzerland,Personal Care,Offline,H,4/19/2014,653800523,4/23/2014,2958,81.73
Europe,Sweden,Cosmetics,Online,L,8/24/2013,684239947,8/31/2013,661,437.2
Europe,Vatican City,Personal Care,Online,H,1/27/2016,133276450,3/15/2016,8318,81.73
Europe,Moldova ,Personal Care,Offline,L,2/17/2014,838895261,2/19/2014,6605,81.73
Europe,Denmark,Meat,Online,C,11/26/2011,198537814,12/19/2011,606,421.89
Europe,Slovenia,Meat,Online,M,10/10/2015,885397469,11/18/2015,7642,421.89
Europe,Hungary,Personal Care,Offline,H,10/16/2014,302744853,11/2/2014,7785,81.73
Europe,Greece,Office Supplies,Online,L,3/11/2014,975823962,4/8/2014,6850,651.21
Europe,Denmark,Cosmetics,Offline,M,12/27/2013,860104024,12/30/2013,2749,437.2
Europe,Montenegro,Cosmetics,Offline,M,11/16/2012,378714883,12/16/2012,9005,437.2
Europe,France,Personal Care,Offline,C,3/13/2017,131585586,4/13/2017,7954,81.73
Europe,Greece,Personal Care,Online,L,9/11/2011,588528859,10/12/2011,7623,81.73
Europe,Macedonia,Meat,Online,L,2/12/2017,796418511,3/23/2017,6791,421.89
Europe,Kosovo,Cosmetics,Online,M,6/3/2011,526018369,6/21/2011,9379,437.2
Europe,Montenegro,Beverages,Offline,C,4/27/2017,122144210,5/24/2017,4041,47.45
Europe,Belarus,Office Supplies,Offline,H,7/6/2016,644592607,7/31/2016,8131,651.21
Europe,Moldova ,Fruits,Online,H,11/3/2014,598404109,11/18/2014,9929,9.33
Europe,Czech Republic,Personal Care,Online,C,4/22/2012,577530944,5/15/2012,3095,81.73
Europe,Finland,Fruits,Offline,H,1/12/2016,182078921,2/14/2016,54,9.33
Europe,Serbia,Baby Food,Online,H,3/22/2014,302015721,4/17/2014,2018,255.28
Europe,Latvia,Clothes,Offline,M,9/28/2014,233709084,10/16/2014,8566,109.28
Europe,Estonia,Meat,Offline,M,8/25/2010,966800153,9/10/2010,6505,421.89
Europe,Bulgaria,Clothes,Online,H,4/24/2014,380498874,5/13/2014,6927,109.28
Europe,Luxembourg,Personal Care,Offline,M,12/7/2011,595385873,12/21/2011,6765,81.73
Europe,Luxembourg,Cereal,Online,L,6/30/2012,361659038,8/3/2012,1801,205.7
Europe,Kosovo,Baby Food,Online,L,12/14/2016,328721082,12/18/2016,4728,255.28
Europe,Denmark,Clothes,Offline,H,10/27/2014,184120833,10/31/2014,4301,109.28
Europe,Liechtenstein,Vegetables,Offline,H,8/14/2016,933720576,10/1/2016,7523,154.06
Europe,Latvia,Cosmetics,Online,H,3/14/2014,765101468,4/6/2014,9382,437.2
Europe,Armenia,Household,Offline,M,9/3/2012,516460692,9/24/2012,1051,668.27
Europe,Ukraine,Meat,Offline,H,4/25/2017,783594977,5/1/2017,2022,421.89
Europe,Romania,Snacks,Online,L,4/3/2016,406270396,5/19/2016,3293,152.58
Europe,Kosovo,Vegetables,Online,L,1/13/2010,805095136,1/20/2010,4396,154.06
Europe,United Kingdom,Cereal,Online,M,10/1/2011,985417258,10/21/2011,5720,205.7
Europe,Serbia,Cereal,Offline,M,6/15/2013,443125665,7/9/2013,9586,205.7
Europe,Belgium,Beverages,Online,L,6/23/2014,931477820,7/19/2014,3841,47.45
Europe,United Kingdom,Personal Care,Offline,H,12/23/2013,387098824,1/4/2014,9999,81.73
Europe,Denmark,Meat,Offline,M,8/12/2012,595922315,9/4/2012,5510,421.89
Europe,Slovakia,Office Supplies,Online,M,3/23/2016,653909957,4/6/2016,5342,651.21
Europe,Serbia,Beverages,Offline,H,8/11/2012,103435266,9/18/2012,7648,47.45
Europe,Sweden,Meat,Offline,L,12/12/2016,863202941,12/13/2016,9787,421.89
Europe,Cyprus,Clothes,Offline,M,3/8/2014,396552217,4/24/2014,7468,109.28
Europe,United Kingdom,Cosmetics,Offline,M,5/6/2015,801352488,5/23/2015,6864,437.2
Europe,Luxembourg,Fruits,Online,H,10/7/2011,479234206,11/14/2011,4906,9.33
Europe,Romania,Meat,Offline,M,2/19/2010,627003753,3/26/2010,3199,421.89
Europe,France,Fruits,Offline,C,3/12/2017,393709933,4/25/2017,6373,9.33
Europe,Latvia,Beverages,Offline,L,2/20/2016,136624276,3/8/2016,9014,47.45
Europe,United Kingdom,Clothes,Online,L,9/3/2010,251823222,10/1/2010,8942,109.28
Europe,Macedonia,Baby Food,Offline,H,4/1/2014,200354850,5/4/2014,8307,255.28
Europe,Germany,Meat,Offline,H,5/2/2017,692757356,5/12/2017,1151,421.89
Europe,Liechtenstein,Baby Food,Offline,L,10/12/2012,651895511,11/1/2012,9223,255.28
Europe,Lithuania,Clothes,Offline,C,6/26/2016,156158483,8/5/2016,9620,109.28
Europe,Serbia,Snacks,Offline,C,11/18/2013,703966844,11/30/2013,8288,152.58
Europe,Slovenia,Household,Offline,L,2/11/2017,736240041,2/20/2017,8644,668.27
Europe,Montenegro,Cosmetics,Online,C,5/22/2015,357434880,6/29/2015,1779,437.2
Europe,Russia,Clothes,Offline,H,8/15/2015,358624064,10/3/2015,3685,109.28
Europe,Spain,Vegetables,Online,M,11/12/2011,103762280,12/14/2011,4419,154.06
Europe,Slovenia,Baby Food,Offline,M,3/12/2013,144743001,4/21/2013,1525,255.28
Europe,Iceland,Beverages,Online,L,2/11/2017,439204919,2/19/2017,9350,47.45
Europe,Malta,Fruits,Offline,C,2/3/2010,114954173,2/11/2010,6349,9.33
Europe,Norway,Beverages,Offline,L,12/22/2012,238170993,2/7/2013,8944,47.45
Europe,Italy,Clothes,Online,M,4/2/2012,134790503,4/26/2012,6360,109.28
Europe,Montenegro,Vegetables,Online,H,3/30/2013,409112679,5/18/2013,4388,154.06
Europe,Italy,Meat,Offline,H,7/19/2013,727175891,9/7/2013,6360,421.89
Europe,Sweden,Cosmetics,Online,L,10/26/2012,638593900,12/12/2012,2981,437.2
Europe,Albania,Beverages,Offline,H,4/28/2013,833473765,5/25/2013,2264,47.45
Europe,Denmark,Cosmetics,Offline,M,7/8/2014,606224572,7/15/2014,4177,437.2
Europe,Cyprus,Clothes,Online,H,1/6/2012,325314033,1/30/2012,6506,109.28
Europe,Kosovo,Meat,Offline,M,11/19/2012,159805858,12/17/2012,8959,421.89
Europe,Switzerland,Snacks,Online,H,4/6/2012,722248780,4/8/2012,8319,152.58
Europe,Spain,Vegetables,Online,H,6/1/2015,399115979,6/24/2015,6142,154.06
Europe,Kosovo,Household,Offline,M,11/25/2015,792792594,1/2/2016,3801,668.27
Europe,Portugal,Cosmetics,Offline,C,5/24/2013,626453149,6/10/2013,263,437.2
Europe,Armenia,Snacks,Offline,L,7/31/2013,737095344,9/13/2013,1747,152.58
Europe,San Marino,Fruits,Offline,L,9/18/2016,708320605,10/5/2016,6662,9.33
Europe,Lithuania,Office Supplies,Offline,M,3/5/2013,433079183,4/19/2013,6609,651.21
Europe,Georgia,Personal Care,Offline,L,5/22/2012,604494225,6/25/2012,2129,81.73
Europe,Macedonia,Fruits,Online,M,12/30/2010,707718932,1/6/2011,8614,9.33
Europe,Sweden,Household,Offline,C,6/24/2011,656689155,8/9/2011,7769,668.27
Europe,Macedonia,Beverages,Offline,M,2/25/2016,935907542,3/21/2016,4695,47.45
Europe,Ireland,Household,Offline,C,3/14/2015,421660268,4/11/2015,7498,668.27
Europe,San Marino,Cosmetics,Offline,C,8/22/2014,447183310,9/19/2014,334,437.2
Europe,Estonia,Vegetables,Offline,L,12/7/2011,127694451,12/27/2011,6481,154.06
Europe,Vatican City,Meat,Offline,M,6/13/2012,697617518,7/7/2012,9381,421.89
Europe,United Kingdom,Personal Care,Offline,L,1/22/2015,311688840,2/14/2015,4509,81.73
Europe,Cyprus,Cosmetics,Offline,M,11/6/2015,385080945,11/7/2015,2864,437.2
Europe,Spain,Household,Offline,M,4/23/2012,309148681,5/5/2012,2819,668.27
Europe,Serbia,Baby Food,Offline,L,2/21/2014,630219399,3/14/2014,4780,255.28
Europe,Denmark,Snacks,Online,H,4/13/2012,585677134,5/4/2012,3734,152.58
Europe,Italy,Household,Online,C,12/23/2016,692704999,1/24/2017,5657,668.27
Europe,Iceland,Cosmetics,Online,M,2/9/2011,942454278,3/29/2011,2019,437.2
Europe,Kosovo,Office Supplies,Offline,H,5/19/2015,150293242,6/21/2015,3965,651.21
Europe,Germany,Office Supplies,Offline,H,12/19/2013,236042392,1/26/2014,9044,651.21
Europe,Italy,Baby Food,Offline,L,6/15/2012,314782178,7/12/2012,9896,255.28
Europe,Belgium,Cosmetics,Offline,M,7/27/2016,193472945,9/13/2016,1799,437.2
Europe,Monaco,Cosmetics,Offline,H,9/27/2010,434013879,11/5/2010,3206,437.2
Europe,Greece,Cereal,Online,L,8/26/2015,431240689,10/13/2015,2558,205.7
Europe,Switzerland,Meat,Offline,L,4/26/2012,643259227,4/26/2012,3555,421.89
Europe,Czech Republic,Cosmetics,Online,H,6/6/2017,151312482,7/12/2017,5581,437.2
Europe,Austria,Fruits,Online,M,7/31/2012,750047194,9/18/2012,4487,9.33
Europe,Switzerland,Fruits,Offline,L,11/29/2015,721318805,12/9/2015,3118,9.33
Europe,Vatican City,Beverages,Offline,H,2/13/2012,599997556,2/14/2012,1465,47.45
Europe,Estonia,Beverages,Online,M,11/28/2016,826677262,1/9/2017,1027,47.45
Europe,Poland,Beverages,Offline,H,7/5/2011,735445678,7/22/2011,3574,47.45
Europe,San Marino,Vegetables,Offline,L,10/14/2012,354270303,11/27/2012,5310,154.06
Europe,Spain,Cereal,Offline,H,12/4/2010,806662404,12/7/2010,8186,205.7
Europe,Netherlands,Personal Care,Offline,C,11/13/2013,933699119,11/24/2013,1173,81.73
Europe,Switzerland,Baby Food,Offline,C,6/27/2015,726223170,7/31/2015,4429,255.28
Europe,Czech Republic,Meat,Online,M,1/9/2015,692555224,2/1/2015,1336,421.89
Europe,Estonia,Vegetables,Online,L,2/28/2011,134121024,4/8/2011,8246,154.06
Europe,Estonia,Clothes,Offline,C,12/18/2016,660312926,1/5/2017,123,109.28
Europe,Ukraine,Cosmetics,Online,C,7/8/2014,140461766,7/20/2014,4613,437.2
Europe,Ukraine,Cereal,Offline,C,2/13/2011,741964948,2/26/2011,2771,205.7
Europe,San Marino,Snacks,Offline,C,7/22/2017,476453721,8/10/2017,2099,152.58
Europe,Belgium,Fruits,Online,M,4/28/2011,111496055,6/4/2011,3015,9.33
Europe,Slovakia,Vegetables,Online,L,12/25/2015,628515231,2/1/2016,479,154.06
Europe,Slovakia,Office Supplies,Offline,M,3/2/2010,601894414,3/19/2010,2787,651.21
Europe,Bosnia and Herzegovina,Snacks,Offline,L,7/14/2011,954040992,8/27/2011,785,152.58
Europe,Czech Republic,Office Supplies,Online,M,5/9/2014,865824210,5/14/2014,5479,651.21
Europe,Belgium,Clothes,Offline,M,9/20/2016,761887109,10/14/2016,8181,109.28
Europe,Romania,Office Supplies,Online,L,9/27/2015,160578763,10/30/2015,7679,651.21
Europe,Serbia,Vegetables,Offline,M,3/8/2011,992992675,3/9/2011,7454,154.06
Europe,Slovakia,Clothes,Online,M,5/9/2015,231369769,5/16/2015,6311,109.28
Europe,Lithuania,Cosmetics,Online,M,3/28/2016,852392995,4/19/2016,884,437.2
Europe,Macedonia,Snacks,Offline,M,9/6/2012,597105491,10/20/2012,5639,152.58
Europe,Andorra,Fruits,Offline,L,3/4/2016,716054379,3/26/2016,5258,9.33
Europe,Austria,Office Supplies,Offline,C,3/21/2015,511712110,5/7/2015,5839,651.21
Europe,Finland,Baby Food,Offline,C,9/7/2014,481308305,10/16/2014,8678,255.28
Europe,Andorra,Household,Online,C,5/22/2014,266638886,6/19/2014,3227,668.27
Europe,Moldova ,Meat,Online,H,9/17/2012,638314521,10/15/2012,306,421.89
Europe,Switzerland,Cosmetics,Online,M,4/15/2015,811977040,5/28/2015,905,437.2
Europe,Netherlands,Meat,Online,M,10/9/2010,344160735,11/20/2010,3664,421.89
Europe,Russia,Household,Online,H,4/3/2017,549058330,5/11/2017,7416,668.27
Europe,Greece,Meat,Online,H,11/12/2013,969199979,12/7/2013,6666,421.89
Europe,Spain,Baby Food,Offline,L,5/22/2011,956594026,6/17/2011,6285,255.28
Europe,Ukraine,Beverages,Online,H,3/24/2015,712595832,3/28/2015,1797,47.45
Europe,Italy,Baby Food,Offline,C,6/26/2010,748357188,7/20/2010,4377,255.28
Europe,Estonia,Fruits,Offline,L,2/25/2013,898211562,3/12/2013,9616,9.33
Europe,Ireland,Office Supplies,Offline,C,6/15/2014,729373586,7/5/2014,6707,651.21
Europe,Norway,Fruits,Offline,M,12/20/2011,991761863,12/24/2011,3229,9.33
Europe,Latvia,Personal Care,Offline,C,10/29/2011,160751283,11/13/2011,8732,81.73
Europe,Macedonia,Household,Online,H,2/22/2017,241392648,3/16/2017,2304,668.27
Europe,Malta,Meat,Online,H,3/24/2015,901789844,5/5/2015,8509,421.89
Europe,Portugal,Office Supplies,Online,M,11/21/2016,410229337,12/22/2016,4832,651.21
Europe,Switzerland,Beverages,Online,L,4/4/2017,837906920,5/16/2017,4133,47.45
Europe,Slovakia,Household,Online,C,1/30/2016,704361665,3/1/2016,5124,668.27
Europe,Austria,Snacks,Offline,M,7/11/2013,400267398,7/20/2013,6873,152.58
Europe,France,Meat,Online,C,5/19/2014,531281936,6/3/2014,6986,421.89
Europe,Greece,Cosmetics,Online,C,6/20/2017,900808799,6/28/2017,8196,437.2
Europe,Czech Republic,Meat,Online,H,1/22/2015,756395232,3/13/2015,3013,421.89
Europe,Ireland,Clothes,Online,C,10/2/2012,261187350,10/3/2012,9996,109.28
Europe,Slovenia,Clothes,Offline,L,5/16/2014,188866841,5/20/2014,8750,109.28
Europe,Cyprus,Household,Online,C,6/18/2012,709071195,8/2/2012,8778,668.27
Europe,Belarus,Cereal,Online,L,12/15/2012,674060428,12/17/2012,8315,205.7
Europe,San Marino,Cosmetics,Offline,C,10/27/2016,284595954,10/29/2016,7122,437.2
Europe,Iceland,Baby Food,Offline,C,5/6/2016,580314862,5/12/2016,6918,255.28
Europe,Luxembourg,Snacks,Online,L,2/21/2013,437604176,4/7/2013,5655,152.58
Europe,Italy,Beverages,Offline,H,12/5/2014,994978797,1/2/2015,5192,47.45
Europe,Greece,Beverages,Offline,H,4/30/2017,317006051,6/5/2017,7990,47.45
Europe,Montenegro,Personal Care,Online,H,4/19/2012,933642041,5/19/2012,4282,81.73
Europe,Italy,Office Supplies,Offline,M,6/9/2016,764592492,7/19/2016,8764,651.21
Europe,Hungary,Clothes,Offline,C,6/25/2013,931559789,7/5/2013,8098,109.28
Europe,Germany,Beverages,Offline,L,11/26/2015,682314765,12/20/2015,956,47.45
Europe,Spain,Snacks,Online,C,11/11/2016,485165965,12/14/2016,245,152.58
Europe,Netherlands,Beverages,Online,C,3/4/2010,601422345,3/20/2010,3092,47.45
Europe,Albania,Household,Offline,M,3/31/2012,999879729,5/6/2012,5486,668.27
Europe,Latvia,Cosmetics,Offline,H,3/5/2012,246603858,4/15/2012,4417,437.2
Europe,Slovakia,Beverages,Online,L,10/23/2013,291531503,10/26/2013,9505,47.45
Europe,Kosovo,Cereal,Offline,H,7/18/2017,483655774,8/5/2017,3346,205.7
Europe,Armenia,Personal Care,Online,C,12/10/2010,840747058,12/26/2010,4593,81.73
Europe,Bosnia and Herzegovina,Cosmetics,Offline,H,2/12/2012,205354487,2/20/2012,7811,437.2
Europe,Finland,Cereal,Online,H,7/16/2011,280192410,8/28/2011,4016,205.7
Europe,Germany,Vegetables,Offline,C,3/14/2011,465753209,3/14/2011,5579,154.06
Europe,Sweden,Personal Care,Online,C,4/26/2011,587846076,5/24/2011,5572,81.73
Europe,Armenia,Cereal,Offline,H,9/10/2011,580342328,10/14/2011,5046,205.7
Europe,Switzerland,Meat,Online,C,4/21/2012,877084767,6/9/2012,7728,421.89
Europe,Norway,Clothes,Online,C,4/29/2012,709105527,5/1/2012,8938,109.28
Europe,San Marino,Meat,Online,H,5/23/2016,614321839,7/5/2016,339,421.89
Europe,Ukraine,Cosmetics,Online,L,1/18/2011,329529607,1/23/2011,3988,437.2
Europe,Ireland,Fruits,Online,L,5/30/2010,223869454,6/27/2010,6801,9.33
Europe,Czech Republic,Office Supplies,Offline,H,5/11/2012,189108455,6/30/2012,249,651.21
Europe,Sweden,Fruits,Offline,L,1/14/2015,452471768,2/10/2015,5306,9.33
Europe,Germany,Cereal,Offline,M,4/30/2016,174218118,6/13/2016,3867,205.7
Europe,Germany,Meat,Online,H,5/28/2017,820437371,6/11/2017,4505,421.89
Europe,Slovenia,Personal Care,Offline,L,2/6/2012,410291135,2/22/2012,3119,81.73
Europe,Andorra,Baby Food,Offline,C,6/24/2017,174614226,8/13/2017,1085,255.28
Europe,Vatican City,Snacks,Offline,L,6/2/2011,118859469,7/1/2011,2013,152.58
Europe,Belarus,Cosmetics,Offline,H,7/30/2015,669550883,9/16/2015,3840,437.2
Europe,United Kingdom,Personal Care,Online,M,6/17/2012,439114367,6/26/2012,2554,81.73
Europe,Moldova ,Household,Online,M,1/31/2011,582563626,2/19/2011,2378,668.27
Europe,Latvia,Snacks,Online,M,2/8/2013,943274819,3/8/2013,4836,152.58
Europe,Hungary,Office Supplies,Online,H,12/5/2010,313821303,1/17/2011,5552,651.21
Europe,Slovakia,Beverages,Online,M,9/2/2015,431753098,10/19/2015,4191,47.45
Europe,Bosnia and Herzegovina,Household,Online,C,12/28/2011,969289243,2/2/2012,3082,668.27
Europe,Norway,Snacks,Offline,M,7/17/2011,861982858,9/4/2011,8738,152.58
Europe,Italy,Meat,Online,M,2/21/2016,290317428,4/2/2016,233,421.89
Europe,Slovenia,Clothes,Offline,C,6/2/2016,105030000,6/13/2016,9566,109.28
Europe,Belgium,Beverages,Online,H,8/31/2015,960213077,10/16/2015,7242,47.45
Europe,Hungary,Cosmetics,Offline,L,5/27/2014,743619334,7/9/2014,2341,437.2
Europe,Ireland,Office Supplies,Offline,H,12/15/2016,263977277,1/10/2017,5597,651.21
Europe,Montenegro,Office Supplies,Offline,H,4/23/2011,819152915,4/24/2011,4406,651.21
Europe,France,Personal Care,Offline,C,8/13/2015,980598723,9/24/2015,9808,81.73
Europe,Andorra,Clothes,Offline,L,5/18/2011,974147260,6/8/2011,677,109.28
Europe,Finland,Office Supplies,Online,H,12/21/2011,719404351,1/10/2012,6589,651.21
Europe,Georgia,Personal Care,Offline,L,7/24/2015,643770778,7/31/2015,4934,81.73
Europe,Armenia,Meat,Offline,C,10/1/2016,645309722,11/6/2016,342,421.89
Europe,Malta,Cereal,Offline,M,7/20/2013,469144809,8/24/2013,9229,205.7
Europe,Norway,Cosmetics,Online,L,7/20/2011,821916663,8/26/2011,2260,437.2
Europe,Austria,Household,Offline,M,8/27/2010,835265910,10/1/2010,2599,668.27
Europe,Greece,Household,Online,L,9/26/2013,195259082,10/11/2013,356,668.27
Europe,Cyprus,Clothes,Online,C,5/17/2012,593158566,6/25/2012,7656,109.28
Europe,Serbia,Vegetables,Offline,C,3/22/2014,717833220,4/3/2014,1657,154.06
Europe,Belgium,Vegetables,Online,H,5/26/2013,682066285,7/13/2013,7426,154.06
Europe,Greece,Cereal,Online,H,1/24/2013,412215459,1/31/2013,2569,205.7
Europe,Bosnia and Herzegovina,Office Supplies,Offline,C,5/2/2010,152746713,5/8/2010,2,651.21
Europe,Italy,Cereal,Online,M,1/6/2013,715309798,2/10/2013,4920,205.7
Europe,Belarus,Fruits,Online,L,8/1/2010,466517961,9/7/2010,1886,9.33
Europe,Latvia,Meat,Offline,C,7/24/2011,825065791,8/28/2011,4157,421.89
Europe,Iceland,Office Supplies,Online,L,2/18/2015,384976232,4/3/2015,1877,651.21
Europe,Hungary,Office Supplies,Offline,C,9/18/2015,467924726,10/20/2015,8179,651.21
Europe,Greece,Cereal,Offline,L,10/23/2011,280477797,10/24/2011,8468,205.7
Europe,Bulgaria,Fruits,Online,L,3/12/2016,774698626,4/7/2016,9394,9.33
Europe,Slovenia,Cereal,Online,M,2/21/2012,652501904,3/25/2012,8668,205.7
Europe,Bulgaria,Household,Online,M,5/31/2017,688903129,7/2/2017,600,668.27
Europe,Finland,Personal Care,Online,M,7/25/2014,195171105,9/4/2014,4322,81.73
Europe,Vatican City,Household,Offline,C,2/13/2011,128766906,3/28/2011,3844,668.27
Europe,San Marino,Vegetables,Offline,L,6/27/2016,361725556,7/18/2016,1485,154.06
Europe,Armenia,Personal Care,Online,C,12/6/2016,789760196,1/2/2017,6447,81.73
Europe,Slovakia,Cosmetics,Online,C,11/1/2013,327072703,11/16/2013,6936,437.2
Europe,Switzerland,Vegetables,Online,H,9/18/2013,130356919,10/1/2013,4364,154.06
Europe,Portugal,Cereal,Offline,H,2/5/2013,636360585,3/8/2013,2093,205.7
Europe,Belarus,Beverages,Online,M,7/24/2012,123938930,8/2/2012,5138,47.45
Europe,Kosovo,Office Supplies,Offline,C,7/26/2014,770821654,8/19/2014,2112,651.21
Europe,United Kingdom,Cosmetics,Online,M,12/14/2012,692952191,1/4/2013,8807,437.2
Europe,Ukraine,Beverages,Offline,L,9/7/2013,947507131,10/20/2013,7271,47.45
Europe,Ireland,Personal Care,Offline,L,1/21/2016,396462953,2/26/2016,1053,81.73
Europe,Russia,Beverages,Offline,M,8/30/2011,162791907,10/19/2011,2598,47.45
